AGE,INCOME,LOANAMOUNT,CREDITSCORE,MONTHSEMPLOYED,NUMCREDITLINES,INTERESTRATE,LOANTERM,DTIRATIO,EDUCATION,EMPLOYMENTTYPE,MARITALSTATUS,HASMORTGAGE,HASDEPENDENTS,LOANPURPOSE,HASCOSIGNER,DEFAULT
38,104841,50014,764,66,4,16.32,24,0.48,PhD,1,0,2,2,Business,1,0
23,30563,66027,594,59,1,23.36,60,0.88,Master's,2,0,2,2,Auto,1,0
18,127555,148097,374,7,4,22.5,24,0.73,PhD,2,0,1,2,Auto,2,1
22,146381,77749,641,42,2,10.63,48,0.36,Master's,2,1,1,1,Education,1,1
58,99787,144128,823,43,4,24.02,36,0.56,PhD,2,2,2,1,Auto,1,0
29,69834,196763,356,66,1,24.1,60,0.71,PhD,2,2,2,1,Business,1,0
43,63150,98444,478,4,4,3.73,24,0.34,High School,2,2,1,1,Education,1,0
63,143137,173110,371,93,4,22.77,48,0.72,Bachelor's,1,1,2,1,Other,2,0
51,22381,115217,506,57,4,17.13,24,0.45,Bachelor's,2,2,1,2,Other,1,0
66,112670,199404,511,27,1,22.93,60,0.15,High School,1,1,2,1,Auto,1,0
31,52779,173822,557,102,3,16.41,60,0.22,Master's,2,2,2,2,Education,1,0
43,86693,58503,471,34,1,24.09,60,0.12,High School,2,2,2,1,Other,1,0
62,53695,173530,422,20,3,22.23,24,0.73,Bachelor's,1,1,1,1,Business,2,0
44,40867,30539,441,19,4,21.04,36,0.12,PhD,2,0,1,1,Home,2,0
26,102712,109976,713,30,3,24.67,36,0.23,Bachelor's,2,1,1,2,Other,1,0
43,108864,235310,421,66,1,21.62,48,0.28,Bachelor's,2,0,1,2,Auto,1,0
64,136859,247227,541,109,3,18.5,36,0.5,PhD,1,0,1,1,Education,2,0
39,70426,249482,677,1,3,20.33,48,0.76,Bachelor's,2,2,2,1,Business,2,0
64,59084,219628,431,103,2,17.9,12,0.11,Bachelor's,2,2,2,1,Other,1,0
47,125385,100265,458,89,4,20.73,36,0.21,PhD,2,2,1,2,Auto,1,0
60,125630,12382,548,19,1,22.8,12,0.12,Bachelor's,2,0,2,2,Home,1,0
65,90313,174679,595,3,3,21.85,48,0.34,High School,2,2,2,1,Education,1,0
34,118316,22619,623,74,4,8.25,60,0.17,High School,2,0,1,1,Business,2,0
43,56892,65135,477,6,2,16.63,12,0.68,PhD,2,0,1,2,Education,2,0
53,38685,186656,638,109,3,4.06,60,0.63,Master's,2,2,1,1,Education,2,0
18,51615,112648,615,17,4,23.78,24,0.88,High School,2,1,2,1,Home,1,0
25,120331,170081,475,72,3,6.35,48,0.82,Master's,2,1,1,1,Home,1,0
66,136702,174093,555,109,3,14.31,36,0.79,High School,2,2,2,2,Business,2,0
52,128455,206465,651,96,2,16.01,24,0.73,Master's,2,0,1,2,Other,1,0
69,141746,227456,333,82,4,4.43,24,0.78,Master's,2,2,2,1,Auto,2,0
32,16146,124336,570,64,1,13.64,60,0.22,Bachelor's,1,1,2,2,Business,1,0
64,59709,235023,849,13,2,17.76,24,0.61,High School,1,0,1,1,Home,1,0
39,26296,159406,447,89,3,3.19,48,0.61,Bachelor's,2,2,2,1,Education,2,1
31,17216,151972,364,84,2,11.33,60,0.41,Bachelor's,2,2,2,2,Business,1,1
43,49123,114363,687,39,3,23.89,12,0.74,Master's,2,1,1,1,Education,2,1
45,80452,219611,442,111,3,22.58,48,0.43,PhD,2,0,1,1,Business,2,0
40,131033,242889,423,114,1,3.01,48,0.46,Master's,2,1,2,2,Business,1,0
31,91547,145544,670,99,1,9,48,0.81,High School,2,2,1,1,Business,1,0
41,18715,77341,702,54,2,21.32,36,0.51,PhD,1,2,1,2,Education,1,0
19,123823,33914,596,90,1,3.54,60,0.48,Bachelor's,1,1,1,1,Education,1,0
62,135066,154293,569,44,3,6.26,24,0.46,Master's,2,0,2,2,Business,1,0
43,128575,16830,482,20,3,18.05,60,0.9,Bachelor's,1,0,1,1,Auto,2,0
31,64116,99949,328,81,2,17.6,12,0.62,Bachelor's,2,0,1,2,Home,2,1
68,51648,96057,677,78,2,16.6,60,0.41,Master's,2,1,2,2,Education,2,0
24,20695,143088,695,96,1,3.51,60,0.6,PhD,2,1,2,2,Auto,2,0
20,124106,190242,775,100,4,11.06,12,0.53,Bachelor's,2,2,2,1,Other,1,0
64,65658,64576,335,66,1,18.33,12,0.86,Bachelor's,1,2,1,2,Home,1,0
40,69040,175583,654,0,4,17.62,48,0.1,Bachelor's,2,0,2,2,Business,2,0
63,70285,189741,636,109,4,16.04,36,0.41,PhD,2,1,1,2,Other,1,0
60,87805,124827,842,30,4,9.11,36,0.66,Master's,2,2,2,2,Business,1,0
64,129745,214172,843,105,1,9,60,0.59,Master's,1,1,2,2,Home,2,0
62,58712,188494,700,62,1,10.62,24,0.78,Bachelor's,1,2,2,2,Home,2,0
35,108703,44268,604,98,2,3.94,36,0.36,Master's,1,0,2,1,Business,1,0
55,146660,223015,737,56,1,7.67,60,0.61,Bachelor's,1,1,1,1,Education,2,0
52,103968,246358,736,101,3,19.45,48,0.73,PhD,1,2,1,2,Education,2,0
68,136170,152882,438,102,3,3.59,60,0.63,High School,2,2,2,1,Home,1,0
32,100624,223978,822,106,4,13.63,24,0.14,Bachelor's,2,0,2,2,Business,2,0
42,90583,246095,670,1,4,8.75,24,0.27,PhD,2,2,1,2,Auto,1,0
54,95661,59574,470,45,1,14.33,36,0.16,PhD,2,0,1,2,Home,1,0
45,109139,157410,695,6,1,20.13,60,0.35,High School,2,2,1,2,Other,2,0
27,48657,139050,517,100,1,9.35,24,0.36,PhD,2,0,1,1,Business,1,0
56,58789,195149,414,20,2,5.8,60,0.31,Bachelor's,1,1,1,1,Auto,2,0
34,40316,58450,344,99,4,10.56,48,0.68,Master's,2,0,2,2,Other,2,0
56,121596,116472,513,72,1,24.77,36,0.12,High School,2,1,1,1,Other,2,1
39,48179,127817,788,2,1,12.63,12,0.45,PhD,2,2,1,2,Other,1,0
43,35293,218458,450,12,4,20.5,60,0.6,Bachelor's,2,2,2,2,Auto,2,1
61,64877,85078,560,15,1,20.06,36,0.85,PhD,2,2,2,1,Home,1,0
42,136847,205082,839,13,4,3.43,36,0.9,Bachelor's,2,0,1,1,Business,1,0
34,37507,18093,786,22,3,16.19,36,0.36,Bachelor's,2,0,2,2,Other,1,0
30,143833,231587,327,40,2,7.79,24,0.16,Bachelor's,2,0,1,1,Home,2,0
37,81884,197180,422,3,3,11.81,60,0.82,PhD,1,1,2,2,Home,2,0
42,56048,90750,512,78,2,4.93,60,0.55,PhD,1,0,2,2,Auto,2,0
21,124097,109763,597,62,3,6.62,24,0.3,Master's,2,1,2,2,Education,1,0
27,131644,50494,307,69,4,4.19,24,0.5,Master's,1,2,1,1,Auto,2,0
20,31049,185625,602,17,1,13.1,24,0.79,PhD,1,0,2,1,Other,2,0
58,30313,160289,317,33,1,16.04,60,0.62,Bachelor's,2,0,1,2,Business,1,0
62,128533,203373,805,22,2,17.14,12,0.22,High School,2,2,1,1,Auto,1,0
35,61841,19636,481,70,3,20.38,12,0.31,High School,2,0,2,1,Education,2,0
64,67892,127855,558,2,4,9.28,48,0.19,High School,2,1,2,2,Home,1,0
53,129247,6261,509,75,4,17.25,48,0.47,Master's,2,2,2,2,Home,2,0
64,124375,122136,797,29,1,5.49,36,0.8,High School,1,1,1,2,Education,1,0
39,87891,208130,655,63,2,11.52,36,0.63,PhD,2,2,1,1,Auto,1,0
51,16874,219760,506,82,2,13.02,60,0.81,Bachelor's,2,1,2,1,Business,1,0
64,86469,103348,559,38,4,14.66,24,0.76,Bachelor's,1,0,1,1,Other,2,0
25,23165,233040,753,49,4,18.92,60,0.66,Master's,2,1,2,1,Education,1,0
57,132810,118437,485,17,2,22.58,12,0.44,Bachelor's,2,1,2,1,Other,1,0
66,42031,150092,318,9,3,15.03,36,0.17,PhD,2,2,1,1,Business,2,0
61,146644,82720,426,62,2,20.52,12,0.46,High School,2,2,2,1,Other,1,0
36,96350,22043,640,105,1,3.24,36,0.11,PhD,2,2,1,1,Education,1,0
59,86146,240202,703,84,4,13.17,12,0.24,High School,2,2,1,2,Other,1,0
58,50566,219605,556,7,3,4.32,60,0.13,Bachelor's,2,0,2,1,Home,2,0
54,31512,109862,804,68,4,2.18,36,0.67,Bachelor's,2,1,1,1,Auto,2,0
23,130653,147749,635,68,3,11.28,60,0.64,High School,1,2,2,1,Education,2,0
69,55042,42315,402,39,2,23.59,24,0.46,High School,2,0,2,2,Home,2,0
43,62539,131434,661,91,2,22.11,60,0.53,Bachelor's,2,2,1,2,Auto,2,0
51,70709,69964,512,21,3,19.42,48,0.66,Master's,2,1,1,2,Business,1,0
62,56530,180749,721,103,2,22.68,24,0.66,Bachelor's,2,1,2,2,Auto,2,0
23,149564,129204,698,115,2,8.05,60,0.26,Bachelor's,2,0,2,1,Home,2,0
54,38654,27607,772,7,4,10.77,48,0.53,PhD,1,0,1,2,Education,1,0
50,130486,178074,669,21,2,18.9,48,0.52,PhD,1,1,2,2,Business,2,0
39,21994,65674,705,77,4,7.37,60,0.4,PhD,2,0,2,1,Education,1,0
38,95633,249372,564,40,4,24.43,48,0.15,High School,2,2,2,2,Auto,2,1
23,62488,232623,531,89,3,2.21,36,0.55,High School,1,2,1,2,Auto,1,0
23,33847,73313,722,26,1,21.74,36,0.22,PhD,1,0,1,2,Business,1,0
65,91886,147868,465,105,3,6.35,24,0.68,Master's,1,2,2,1,Education,1,0
21,85446,197499,776,89,1,16.04,24,0.82,PhD,2,2,1,2,Other,1,0
47,70151,214144,815,89,1,22.35,12,0.53,PhD,2,2,2,1,Other,2,0
28,138729,24327,414,25,1,19.61,48,0.37,PhD,2,0,1,1,Other,1,0
47,141896,166417,523,40,2,8.15,48,0.51,Bachelor's,2,0,1,1,Other,1,0
48,52772,42632,844,1,1,7.09,60,0.25,Bachelor's,2,0,1,2,Education,2,0
41,125486,176338,571,102,1,11.38,24,0.44,Master's,2,1,1,1,Business,2,0
26,17644,166058,806,114,1,4.77,24,0.24,High School,2,0,2,2,Home,2,0
20,20136,149027,676,49,3,4.27,36,0.54,Bachelor's,1,1,1,2,Other,1,1
68,50453,29011,777,77,1,4.07,36,0.83,Master's,2,0,2,2,Home,1,0
48,145957,25802,399,30,2,10.14,12,0.88,Master's,2,2,1,2,Auto,2,0
57,120098,246890,687,97,2,18.64,36,0.31,PhD,2,2,1,1,Business,2,0
54,125218,190553,566,80,4,21.76,60,0.77,Bachelor's,2,1,2,2,Auto,2,0
53,77008,29800,825,57,4,3.5,24,0.55,Bachelor's,1,2,1,1,Other,2,0
41,45840,173053,540,107,4,24.18,24,0.13,Master's,2,1,1,2,Auto,2,0
48,88212,121414,698,97,2,13.76,60,0.67,Master's,2,0,1,1,Business,1,0
23,53822,116607,301,76,3,19.9,12,0.78,PhD,2,2,2,2,Auto,1,0
19,144304,108648,487,79,1,8.18,24,0.45,PhD,2,1,1,2,Home,2,0
37,118218,225162,619,75,2,5.43,24,0.52,Bachelor's,1,1,1,2,Home,2,0
45,52324,191889,453,80,4,7.5,48,0.83,High School,2,2,2,1,Auto,1,0
28,137924,62903,848,96,1,8.55,12,0.88,Bachelor's,2,1,1,2,Other,1,0
21,95198,48897,818,75,2,18.73,48,0.22,Bachelor's,2,1,1,2,Auto,2,1
32,109400,113892,725,49,2,3.53,60,0.42,High School,2,2,1,1,Other,1,0
23,88673,208657,778,22,4,23.84,48,0.19,Master's,2,2,2,2,Auto,1,0
66,37524,138979,770,5,2,14.78,60,0.26,PhD,2,0,2,1,Business,2,0
47,18050,75981,531,96,2,5.02,48,0.82,High School,2,0,1,2,Auto,1,0
55,129587,206917,709,111,3,22.75,24,0.34,High School,2,2,2,1,Home,1,1
68,113542,223942,682,64,2,22.68,12,0.3,Master's,1,1,1,1,Other,1,0
19,22753,215805,413,3,1,17.99,48,0.9,Master's,2,0,1,2,Home,2,1
32,37925,18097,779,1,1,13.51,24,0.45,Master's,2,2,1,2,Education,1,0
28,87480,68754,741,19,2,7.13,48,0.38,PhD,2,2,1,2,Other,2,0
25,93093,188697,828,51,1,24.01,36,0.27,PhD,2,2,1,2,Education,1,0
43,88002,41514,454,90,3,23.71,24,0.46,High School,2,0,2,2,Other,1,0
68,25729,118704,816,8,3,20.61,24,0.26,PhD,2,2,2,1,Other,1,1
62,64035,5020,382,69,4,7.51,60,0.52,High School,2,2,1,2,Auto,2,0
61,115904,91909,586,118,2,19.76,48,0.55,PhD,1,1,1,1,Other,1,0
22,84805,31767,341,76,4,3.4,60,0.8,Master's,2,2,2,1,Auto,1,0
23,148983,62694,744,82,3,8.37,48,0.13,PhD,2,1,2,2,Auto,1,0
43,97224,190191,508,34,4,4.42,60,0.37,Master's,1,2,1,1,Auto,1,0
21,64327,113924,649,116,2,8.77,12,0.68,PhD,2,1,1,2,Home,2,0
36,31379,190093,790,75,4,13.16,12,0.4,Master's,2,2,2,2,Other,2,0
37,118478,98939,630,16,1,17.41,48,0.63,Bachelor's,1,0,2,1,Business,1,0
50,122728,57501,624,73,2,4.7,48,0.61,Master's,2,2,2,1,Business,1,1
37,69976,115115,458,98,4,13.15,12,0.74,PhD,1,0,2,2,Auto,2,0
66,117603,182282,365,26,3,21.17,24,0.79,Bachelor's,2,0,2,1,Home,2,0
29,57437,138788,654,12,4,15.89,24,0.29,Master's,1,0,1,1,Auto,1,0
64,91281,17691,824,45,2,19.23,12,0.1,High School,2,2,2,2,Home,2,0
18,29479,133144,425,35,3,15.92,48,0.14,PhD,2,2,2,1,Education,2,0
43,111259,145216,801,12,3,15.11,24,0.37,Bachelor's,2,1,2,1,Education,2,0
31,61214,220138,309,15,2,20.06,60,0.31,High School,2,1,2,2,Business,1,0
55,84088,111895,556,74,4,9.56,12,0.6,PhD,2,1,1,1,Home,2,0
54,103614,226707,438,103,1,3.23,48,0.77,High School,2,1,1,1,Other,1,0
28,79126,231623,658,63,2,10.29,12,0.88,High School,2,2,2,2,Education,2,0
53,147588,66933,303,72,2,16.47,60,0.72,Bachelor's,2,2,1,2,Education,2,0
30,30050,21440,571,95,3,20.1,48,0.73,High School,2,1,1,2,Other,1,0
60,85879,59925,719,18,2,13.47,60,0.47,High School,2,0,1,1,Home,1,0
20,142099,243062,665,77,4,24.91,48,0.59,High School,2,2,2,2,Auto,1,0
50,67432,190598,481,90,1,10.03,60,0.53,PhD,2,2,2,1,Home,2,0
23,34938,193045,345,99,3,4.18,12,0.39,High School,2,2,2,1,Education,1,0
67,121344,176369,740,15,1,16.45,48,0.37,High School,2,0,2,1,Other,1,0
27,132810,242208,459,9,1,21.98,24,0.19,Bachelor's,2,1,1,1,Business,2,0
22,15862,120792,829,53,2,14.48,24,0.15,Bachelor's,2,0,2,1,Business,2,0
40,41778,139907,398,67,2,2.97,60,0.4,PhD,2,2,2,2,Other,2,0
27,149298,19502,577,111,3,14.78,12,0.89,Master's,2,1,1,1,Business,1,0
61,48491,63668,792,36,4,2.5,24,0.6,Bachelor's,1,1,2,1,Auto,2,0
19,143266,133309,344,48,2,5.89,48,0.35,PhD,1,0,2,2,Auto,1,1
30,84124,212879,689,33,2,20.38,12,0.41,Master's,2,2,1,1,Home,1,0
57,114587,80995,673,40,2,13.08,36,0.29,Master's,1,1,2,1,Education,2,0
19,113817,42165,624,55,2,7.72,48,0.76,Master's,2,2,1,1,Auto,1,0
37,128296,117850,433,45,2,20.44,60,0.7,Master's,1,0,1,1,Home,1,0
18,29162,182225,380,119,3,17.38,48,0.56,High School,1,2,1,2,Auto,2,0
54,59696,146991,561,5,3,5.94,48,0.42,Bachelor's,2,0,1,2,Education,1,0
26,95998,154532,573,56,2,7.56,24,0.49,Master's,2,0,2,1,Education,2,0
34,22872,151747,721,98,1,11.2,60,0.68,High School,1,1,1,1,Education,2,0
26,40287,178649,758,54,3,21.99,12,0.29,High School,2,0,2,1,Auto,1,1
28,61176,111480,580,37,4,20.43,60,0.62,Master's,1,2,1,2,Education,1,0
32,82041,121370,818,70,2,8.45,12,0.82,Bachelor's,2,0,1,1,Business,2,0
41,79092,107796,823,39,2,16.74,24,0.54,Bachelor's,2,2,2,2,Other,2,0
55,40115,242214,339,11,4,11.95,12,0.86,Master's,2,0,1,2,Home,2,0
52,122800,40543,732,65,3,4.19,36,0.28,Bachelor's,2,2,1,2,Education,2,0
47,46343,201462,753,71,4,4.72,24,0.49,PhD,2,1,2,2,Auto,1,0
48,73678,227558,504,74,2,12.7,24,0.41,PhD,2,2,2,1,Home,2,0
66,28674,200865,832,40,1,9.44,36,0.61,PhD,1,2,2,2,Education,2,0
22,140521,243644,833,79,3,17.91,48,0.46,High School,1,1,1,2,Business,2,0
61,18435,95891,729,113,3,15.17,60,0.53,High School,1,2,1,1,Business,1,0
67,141064,79370,574,83,2,10.42,24,0.83,Bachelor's,1,1,2,2,Education,2,0
31,103147,171521,595,91,2,3.3,60,0.73,PhD,2,1,1,2,Other,2,0
28,142585,58334,844,37,2,5.06,60,0.81,High School,2,2,2,1,Education,2,0
26,44461,147138,438,39,4,12.19,48,0.47,Bachelor's,2,0,2,1,Home,1,0
51,143314,133747,507,52,1,15.32,24,0.38,High School,2,0,1,2,Education,1,0
29,45834,82002,610,94,1,22.86,48,0.88,Master's,2,0,1,2,Home,1,0
52,57914,148883,804,24,1,9.48,12,0.3,PhD,2,1,2,2,Auto,1,0
52,29245,52420,301,55,4,22.81,60,0.14,Bachelor's,1,0,1,1,Education,2,0
18,78534,15792,812,55,1,17.46,48,0.48,Bachelor's,2,0,2,1,Home,1,0
57,126343,32417,313,40,4,15.61,24,0.45,Bachelor's,2,2,1,2,Auto,1,1
39,25070,82922,488,98,3,7.26,12,0.55,Master's,1,2,2,1,Education,1,0
46,143890,75711,462,37,3,6.75,12,0.62,Master's,2,1,1,2,Education,1,0
25,32808,109430,690,39,4,16.31,24,0.15,Bachelor's,2,0,2,2,Education,1,1
28,134947,243678,622,35,1,9.69,36,0.62,Master's,1,2,2,1,Other,1,1
58,86243,8289,615,97,1,18.09,36,0.36,Master's,1,0,2,1,Home,1,0
54,92740,6670,497,98,4,17.65,24,0.49,High School,2,1,1,1,Education,2,0
31,64216,96312,342,35,1,20.77,48,0.58,PhD,2,1,2,1,Auto,2,0
47,38356,207545,480,27,1,2.63,60,0.14,PhD,1,2,2,2,Auto,1,0
52,119865,163307,807,99,2,12.01,48,0.35,PhD,2,2,1,1,Education,2,0
38,130773,138007,375,63,4,2.04,48,0.45,Bachelor's,2,2,2,1,Education,1,0
54,134638,9811,469,64,4,3.94,48,0.68,Bachelor's,2,1,2,1,Business,2,0
22,33772,87983,793,90,1,3.23,36,0.22,Bachelor's,2,2,1,2,Business,1,0
36,124922,222905,463,101,1,23.35,48,0.59,PhD,2,0,2,2,Other,1,0
31,64044,140283,818,25,2,11.54,48,0.9,Bachelor's,2,1,2,1,Other,2,0
43,102285,114999,387,27,4,2.84,60,0.44,High School,1,1,1,2,Business,2,0
21,129840,5188,814,49,1,6.32,48,0.61,High School,2,1,1,2,Other,2,0
42,15708,244029,487,71,4,4.38,24,0.59,PhD,2,0,1,1,Auto,1,1
62,91408,82178,668,85,2,23.14,60,0.43,High School,2,1,2,1,Other,2,0
59,133016,179128,775,7,1,9.08,48,0.47,Bachelor's,2,1,2,2,Auto,1,0
42,66420,209831,332,59,4,17.01,60,0.27,PhD,2,1,1,2,Education,2,0
35,58718,154438,401,27,1,2.4,12,0.52,PhD,2,1,1,2,Business,1,0
57,95575,15677,563,52,1,4.61,60,0.6,High School,2,1,2,1,Other,1,0
25,101854,119250,816,29,3,12.6,48,0.53,PhD,2,1,2,2,Other,2,0
56,98156,144301,521,21,4,23.52,12,0.28,Master's,1,2,2,1,Home,2,0
57,45510,232577,628,95,4,15.04,24,0.31,Master's,1,2,2,1,Other,1,0
31,91483,155632,829,58,1,6.24,48,0.16,PhD,1,0,2,1,Auto,1,0
49,88923,154001,450,28,3,2.2,60,0.63,Bachelor's,2,1,1,2,Education,2,0
68,79196,164479,691,76,2,11.24,48,0.85,Master's,2,2,2,1,Education,2,0
55,107101,122426,844,67,2,2.14,36,0.78,Bachelor's,2,1,1,2,Home,1,0
50,126172,37211,420,69,1,9.8,36,0.83,PhD,1,1,1,2,Business,1,0
40,71100,83673,570,98,3,8.82,48,0.52,Bachelor's,1,0,2,1,Business,2,0
32,147638,90448,775,82,1,5.22,36,0.21,Master's,2,1,1,1,Other,1,0
50,58420,62195,631,25,1,15.7,48,0.11,Bachelor's,1,1,2,1,Auto,1,0
42,24273,108838,496,106,2,13.93,12,0.7,High School,2,0,1,2,Other,1,0
34,49433,206308,643,70,1,21.98,48,0.61,Master's,1,1,1,2,Home,2,0
50,57728,15532,534,109,1,14.84,36,0.58,PhD,1,1,2,1,Home,2,0
64,88271,211395,641,37,4,20.77,60,0.75,Master's,2,1,1,2,Auto,1,0
19,149702,104433,356,86,1,2.41,48,0.69,High School,1,0,1,2,Home,1,0
31,70265,221913,344,31,4,5.08,48,0.69,Bachelor's,2,2,1,2,Home,2,0
57,48337,24246,683,119,4,6.28,48,0.28,High School,2,1,2,2,Education,1,0
57,92348,215679,506,96,2,8.83,12,0.22,Master's,2,0,1,2,Education,2,0
68,146875,166087,536,87,3,7.86,36,0.4,PhD,2,0,1,2,Other,2,0
56,62045,213017,844,14,4,20.34,36,0.78,Bachelor's,2,2,2,1,Auto,2,0
68,64899,242960,722,81,4,16.74,36,0.51,Bachelor's,2,0,2,2,Education,2,0
23,52186,233875,384,84,4,14.62,60,0.18,PhD,1,1,1,1,Education,1,0
23,39802,78432,424,115,2,24.23,12,0.88,PhD,2,0,2,1,Auto,1,0
20,122600,244849,582,85,2,23.69,12,0.84,Bachelor's,2,1,1,1,Other,1,0
24,25105,146004,532,110,3,19.77,24,0.87,Master's,1,1,1,1,Other,2,1
68,17571,19746,482,14,2,8.69,24,0.51,Master's,2,0,2,2,Auto,2,0
25,52617,149116,452,0,4,23.54,12,0.43,Master's,1,2,1,1,Business,1,0
59,123338,67002,649,9,3,3.97,60,0.69,High School,2,0,1,2,Other,1,0
69,84931,220964,821,52,4,19.26,48,0.87,High School,2,0,1,1,Home,2,0
32,95482,124918,601,117,2,18.6,48,0.62,High School,1,2,2,2,Education,1,0
64,147227,58493,649,47,1,9.92,36,0.88,Master's,2,2,2,1,Education,2,0
46,124239,193418,641,59,3,17.09,24,0.44,PhD,1,0,2,2,Education,1,0
50,138257,58173,563,119,4,5.7,36,0.71,PhD,2,2,2,1,Business,1,0
69,142584,22723,344,102,1,22.94,12,0.24,Bachelor's,2,0,2,2,Auto,1,0
47,15120,139303,334,89,1,6.73,60,0.63,Bachelor's,2,2,2,2,Education,2,0
56,50537,80694,429,50,3,9.81,12,0.71,PhD,2,1,1,1,Home,1,0
44,130427,109640,617,63,3,5.2,12,0.89,High School,2,0,2,1,Auto,1,0
53,27279,156760,512,18,2,13.29,36,0.25,Bachelor's,2,1,2,2,Education,2,0
46,143163,135253,514,44,1,8.2,12,0.87,High School,2,1,2,2,Other,1,0
55,112747,5081,680,16,3,24.38,36,0.48,High School,2,0,2,1,Other,2,0
50,138052,60505,663,74,1,20.97,60,0.53,High School,2,1,2,1,Home,2,0
54,144526,67836,785,94,3,23.4,24,0.54,High School,2,1,2,1,Business,2,0
44,128749,167050,527,52,2,11.49,36,0.3,Bachelor's,1,0,2,1,Auto,1,0
50,143523,158729,796,117,3,3.15,48,0.36,Bachelor's,1,0,1,1,Home,2,0
21,53912,140870,802,95,1,23.74,12,0.14,High School,1,0,1,1,Home,2,0
39,106741,132824,368,115,3,8.21,12,0.55,PhD,2,2,1,1,Education,2,0
19,58396,44472,742,70,2,14.57,24,0.37,High School,2,0,1,2,Education,2,0
27,134499,97040,421,29,1,7.22,24,0.46,Bachelor's,2,1,1,1,Business,1,0
22,39003,171419,305,35,2,4.71,36,0.65,PhD,2,0,2,1,Home,1,0
27,138998,67195,519,55,2,19.56,36,0.78,Bachelor's,2,1,2,1,Auto,2,0
50,33558,31478,535,10,4,12.49,12,0.29,PhD,2,1,1,1,Other,2,0
55,73677,56979,812,13,2,9.03,36,0.81,Bachelor's,2,2,2,1,Business,1,0
30,36087,66787,422,112,2,10.74,60,0.38,PhD,1,0,1,1,Home,2,0
48,125395,219103,662,108,1,13.97,12,0.78,Bachelor's,2,1,2,2,Business,1,1
64,141234,51188,606,21,4,5.97,60,0.21,Master's,2,1,1,1,Education,1,0
53,37193,202488,411,68,1,10.86,24,0.74,Bachelor's,1,1,1,1,Home,1,0
62,77354,236220,404,82,4,22.69,60,0.89,Master's,2,0,1,1,Business,2,0
41,149088,118345,786,106,3,9.93,60,0.57,Master's,1,0,2,2,Auto,1,0
69,73894,108612,600,61,3,15.68,48,0.65,PhD,2,1,2,1,Other,1,0
32,137798,141229,502,10,1,3.73,60,0.65,High School,2,2,1,2,Auto,2,0
46,125941,229520,586,53,4,22.93,60,0.87,PhD,2,1,1,2,Other,1,0
25,43872,191797,474,38,1,20.49,36,0.7,PhD,2,1,1,1,Auto,1,0
22,94982,24428,706,16,1,19.49,36,0.47,Master's,2,2,1,2,Home,1,0
46,37537,85076,551,72,3,17.08,36,0.9,PhD,2,0,2,2,Business,2,0
64,73213,149599,471,34,3,17.06,48,0.38,Master's,2,2,2,2,Home,1,0
21,127769,91780,467,51,1,21.92,48,0.63,Master's,2,0,2,2,Education,2,1
29,100292,124613,757,62,4,21.84,48,0.73,Bachelor's,2,0,1,1,Home,1,0
62,68515,59517,780,85,2,2.56,12,0.14,PhD,1,1,1,2,Auto,2,0
19,57542,98719,419,24,3,2.6,60,0.7,Master's,2,0,2,1,Other,1,0
44,62296,198674,654,27,4,4.61,24,0.23,PhD,2,0,1,1,Business,1,0
48,75914,170390,825,7,3,19.2,12,0.25,High School,2,1,1,1,Education,2,0
68,31085,162151,503,55,1,4.83,48,0.28,Bachelor's,2,1,2,1,Other,2,0
68,71663,246373,528,7,2,14.35,60,0.43,PhD,2,2,2,2,Business,1,0
53,31561,86412,791,76,2,23.17,36,0.39,Master's,1,2,1,2,Education,2,1
53,51588,117434,711,65,1,18.95,36,0.34,Master's,2,1,2,1,Business,1,0
43,43628,84732,547,48,2,7.28,12,0.82,Bachelor's,2,2,1,2,Business,1,0
60,78576,168911,822,114,3,10.55,60,0.11,High School,2,2,1,1,Business,1,0
44,133893,74167,494,77,4,6.65,48,0.52,High School,1,2,1,1,Home,1,0
22,60593,45137,730,102,2,14.99,36,0.6,PhD,2,0,2,2,Other,1,1
37,43976,107889,339,27,1,4.06,60,0.28,PhD,2,1,2,1,Home,1,1
28,105901,241890,799,4,1,4.52,60,0.74,High School,2,0,1,2,Other,1,0
27,60486,185921,494,57,2,19.64,48,0.31,High School,2,1,2,1,Other,2,0
57,55614,149704,533,75,1,16.38,48,0.28,Master's,1,0,1,1,Home,2,0
55,44464,40937,591,87,1,17.28,36,0.35,Bachelor's,2,2,1,1,Other,2,0
23,113761,109291,669,0,2,24.3,36,0.19,PhD,1,2,1,1,Education,2,1
25,136446,122344,748,75,2,7.02,36,0.7,Master's,2,0,2,1,Auto,1,0
40,128878,155280,319,85,3,20.45,24,0.25,High School,2,1,1,2,Auto,2,0
64,49113,37827,761,50,4,15.2,48,0.34,Bachelor's,1,0,1,1,Auto,2,0
43,116369,175675,694,75,1,11.4,24,0.72,High School,2,0,1,2,Auto,2,0
63,140529,204593,527,27,2,10.19,36,0.29,Bachelor's,1,2,1,2,Education,1,0
60,108122,186713,730,12,1,7.08,48,0.16,High School,2,1,2,2,Home,2,0
29,120483,185034,622,21,4,12.94,48,0.68,Master's,2,0,2,1,Business,1,0
43,118598,155462,842,25,1,19.55,24,0.32,Bachelor's,1,0,1,2,Auto,2,0
30,104532,221453,843,50,3,23.31,36,0.11,High School,1,2,2,1,Education,1,0
